maturity_days,expiry,strike,mid,implied_vol,spot,moneyness
23,2026-05-04,6900.0,24.95,0.1483,6575.0,1.049429
23,2026-05-04,6925.0,19.85,0.1448,6575.0,1.053231
23,2026-05-04,6950.0,15.6,0.1415,6575.0,1.057033
23,2026-05-04,7000.0,9.45,0.1364,6575.0,1.064638
23,2026-05-04,7100.0,3.6,0.1322,6575.0,1.079847
23,2026-05-04,7200.0,1.725,0.1363,6575.0,1.095056
23,2026-05-04,7400.0,0.75,0.1558,6575.0,1.125474
27,2026-05-08,5600.0,1015.85,0.3468,6575.0,0.85171
27,2026-05-08,5650.0,967.5,0.3381,6575.0,0.859315
27,2026-05-08,5675.0,943.6,0.3337,6575.0,0.863117
27,2026-05-08,5725.0,896.3,0.3248,6575.0,0.870722
27,2026-05-08,5775.0,848.65,0.318,6575.0,0.878326
27,2026-05-08,5825.0,802.05,0.3107,6575.0,0.885931
27,2026-05-08,5850.0,778.5,0.3068,6575.0,0.889733
27,2026-05-08,5900.0,732.05,0.3011,6575.0,0.897338
27,2026-05-08,5950.0,686.2,0.2942,6575.0,0.904942
27,2026-05-08,5975.0,663.35,0.2901,6575.0,0.908745
27,2026-05-08,5980.0,659.0,0.2894,6575.0,0.909505
27,2026-05-08,6000.0,641.0,0.2869,6575.0,0.912547
27,2026-05-08,6020.0,622.95,0.2838,6575.0,0.915589
27,2026-05-08,6030.0,614.05,0.2826,6575.0,0.91711
27,2026-05-08,6040.0,605.25,0.2815,6575.0,0.91863
27,2026-05-08,6060.0,587.4,0.2788,6575.0,0.921672
27,2026-05-08,6075.0,574.2,0.2768,6575.0,0.923954
27,2026-05-08,6090.0,561.35,0.275,6575.0,0.926235
27,2026-05-08,6100.0,552.3,0.2737,6575.0,0.927756
27,2026-05-08,6120.0,534.9,0.271,6575.0,0.930798
27,2026-05-08,6130.0,526.2,0.2696,6575.0,0.932319
27,2026-05-08,6150.0,509.55,0.2671,6575.0,0.935361
27,2026-05-08,6160.0,500.9,0.2659,6575.0,0.936881
27,2026-05-08,6175.0,488.2,0.264,6575.0,0.939163
27,2026-05-08,6190.0,475.45,0.2619,6575.0,0.941444
27,2026-05-08,6210.0,458.65,0.2598,6575.0,0.944486
27,2026-05-08,6220.0,450.35,0.2585,6575.0,0.946007
27,2026-05-08,6230.0,442.05,0.2569,6575.0,0.947528
27,2026-05-08,6250.0,425.5,0.2545,6575.0,0.95057
27,2026-05-08,6270.0,408.95,0.2517,6575.0,0.953611
27,2026-05-08,6275.0,405.25,0.2513,6575.0,0.954372
27,2026-05-08,6290.0,393.2,0.2492,6575.0,0.956653
27,2026-05-08,6310.0,377.4,0.2462,6575.0,0.959695
27,2026-05-08,6325.0,365.55,0.2443,6575.0,0.961976
27,2026-05-08,6330.0,361.5,0.2439,6575.0,0.962737
27,2026-05-08,6350.0,345.95,0.241,6575.0,0.965779
27,2026-05-08,6370.0,330.4,0.2383,6575.0,0.968821
27,2026-05-08,6380.0,322.8,0.2364,6575.0,0.970341
27,2026-05-08,6390.0,315.2,0.2351,6575.0,0.971862
27,2026-05-08,6410.0,300.2,0.2322,6575.0,0.974904
27,2026-05-08,6425.0,289.1,0.2302,6575.0,0.977186
27,2026-05-08,6440.0,278.2,0.228,6575.0,0.979467
27,2026-05-08,6450.0,270.9,0.2268,6575.0,0.980988
27,2026-05-08,6470.0,256.6,0.2237,6575.0,0.98403
27,2026-05-08,6480.0,249.55,0.2223,6575.0,0.985551
27,2026-05-08,6500.0,235.6,0.2193,6575.0,0.988592
27,2026-05-08,6510.0,228.7,0.2179,6575.0,0.990113
27,2026-05-08,6525.0,218.5,0.2156,6575.0,0.992395
27,2026-05-08,6540.0,208.45,0.2133,6575.0,0.994676
27,2026-05-08,6560.0,195.3,0.2102,6575.0,0.997718
27,2026-05-08,6570.0,188.85,0.2087,6575.0,0.999239
27,2026-05-08,6580.0,182.45,0.2071,6575.0,1.00076
27,2026-05-08,6600.0,169.95,0.204,6575.0,1.003802
27,2026-05-08,6620.0,157.65,0.2007,6575.0,1.006843
27,2026-05-08,6625.0,154.65,0.1999,6575.0,1.007604
27,2026-05-08,6640.0,145.85,0.1974,6575.0,1.009885
27,2026-05-08,6660.0,134.25,0.1941,6575.0,1.012927
27,2026-05-08,6675.0,125.9,0.1917,6575.0,1.015208
27,2026-05-08,6680.0,123.15,0.1908,6575.0,1.015969
27,2026-05-08,6700.0,112.45,0.1875,6575.0,1.019011
27,2026-05-08,6720.0,102.15,0.1841,6575.0,1.022052
27,2026-05-08,6730.0,97.15,0.1824,6575.0,1.023573
27,2026-05-08,6740.0,92.35,0.1807,6575.0,1.025094
27,2026-05-08,6760.0,82.95,0.1772,6575.0,1.028136
27,2026-05-08,6775.0,76.3,0.1747,6575.0,1.030417
27,2026-05-08,6790.0,69.95,0.1723,6575.0,1.032699
27,2026-05-08,6800.0,65.85,0.1706,6575.0,1.03422
27,2026-05-08,6820.0,58.1,0.1672,6575.0,1.037262
27,2026-05-08,6830.0,54.4,0.1655,6575.0,1.038782
27,2026-05-08,6850.0,47.5,0.1621,6575.0,1.041824
27,2026-05-08,6875.0,39.7,0.158,6575.0,1.045627
27,2026-05-08,6925.0,26.8,0.1505,6575.0,1.053231
27,2026-05-08,6975.0,17.45,0.1441,6575.0,1.060836
27,2026-05-08,7025.0,11.05,0.1393,6575.0,1.06844
27,2026-05-08,7050.0,8.75,0.1373,6575.0,1.072243
27,2026-05-08,7150.0,3.7,0.1347,6575.0,1.087452
27,2026-05-08,7250.0,1.925,0.1386,6575.0,1.102661
27,2026-05-08,7350.0,1.175,0.1461,6575.0,1.11787
27,2026-05-08,7400.0,1.0,0.1513,6575.0,1.125474
27,2026-05-08,7500.0,0.8,0.1624,6575.0,1.140684
32,2026-05-15,5590.0,1032.55,0.3379,6575.0,0.850189
32,2026-05-15,5625.0,999.15,0.3328,6575.0,0.855513
32,2026-05-15,5660.0,965.45,0.3273,6575.0,0.860836
32,2026-05-15,5690.0,937.4,0.3234,6575.0,0.865399
32,2026-05-15,5725.0,904.45,0.3185,6575.0,0.870722
32,2026-05-15,5760.0,871.6,0.3131,6575.0,0.876045
32,2026-05-15,5800.0,834.15,0.3076,6575.0,0.882129
32,2026-05-15,5830.0,806.45,0.3035,6575.0,0.886691
32,2026-05-15,5870.0,769.85,0.2979,6575.0,0.892775
32,2026-05-15,5890.0,751.1,0.2956,6575.0,0.895817
32,2026-05-15,5910.0,733.35,0.2935,6575.0,0.898859
32,2026-05-15,5930.0,714.95,0.2903,6575.0,0.9019
32,2026-05-15,5950.0,696.75,0.2878,6575.0,0.904942
32,2026-05-15,5970.0,678.9,0.2851,6575.0,0.907984
32,2026-05-15,5990.0,661.0,0.2826,6575.0,0.911026
32,2026-05-15,6010.0,643.2,0.28,6575.0,0.914068
32,2026-05-15,6030.0,625.55,0.2774,6575.0,0.91711
32,2026-05-15,6055.0,603.6,0.2746,6575.0,0.920912
32,2026-05-15,6075.0,586.1,0.2714,6575.0,0.923954
32,2026-05-15,6095.0,568.9,0.269,6575.0,0.926995
32,2026-05-15,6115.0,551.7,0.2666,6575.0,0.930037
32,2026-05-15,6135.0,535.35,0.2655,6575.0,0.933079
32,2026-05-15,6155.0,517.95,0.2631,6575.0,0.936121
32,2026-05-15,6175.0,500.85,0.2596,6575.0,0.939163
32,2026-05-15,6195.0,485.05,0.2581,6575.0,0.942205
32,2026-05-15,6215.0,468.15,0.2557,6575.0,0.945246
32,2026-05-15,6235.0,451.8,0.2532,6575.0,0.948288
32,2026-05-15,6255.0,435.6,0.2504,6575.0,0.95133
32,2026-05-15,6275.0,418.5,0.2467,6575.0,0.954372
32,2026-05-15,6300.0,398.8,0.2435,6575.0,0.958174
32,2026-05-15,6320.0,384.55,0.2423,6575.0,0.961216
32,2026-05-15,6340.0,367.5,0.2385,6575.0,0.964258
32,2026-05-15,6360.0,352.2,0.236,6575.0,0.9673
32,2026-05-15,6380.0,338.55,0.2344,6575.0,0.970341
32,2026-05-15,6400.0,322.2,0.2308,6575.0,0.973383
32,2026-05-15,6420.0,307.35,0.2281,6575.0,0.976425
32,2026-05-15,6440.0,292.85,0.2254,6575.0,0.979467
32,2026-05-15,6460.0,278.55,0.2226,6575.0,0.982509
32,2026-05-15,6480.0,265.9,0.221,6575.0,0.985551
32,2026-05-15,6500.0,250.55,0.2172,6575.0,0.988592
32,2026-05-15,6525.0,233.5,0.2136,6575.0,0.992395
32,2026-05-15,6545.0,220.2,0.2107,6575.0,0.995437
32,2026-05-15,6565.0,207.0,0.2079,6575.0,0.998478
32,2026-05-15,6585.0,194.2,0.2049,6575.0,1.00152
32,2026-05-15,6605.0,181.7,0.2019,6575.0,1.004562
32,2026-05-15,6625.0,169.45,0.199,6575.0,1.007604
32,2026-05-15,6645.0,157.6,0.1958,6575.0,1.010646
32,2026-05-15,6665.0,146.1,0.1927,6575.0,1.013687
32,2026-05-15,6685.0,134.9,0.1898,6575.0,1.016729
32,2026-05-15,6705.0,124.05,0.1864,6575.0,1.019771
32,2026-05-15,6725.0,113.55,0.1833,6575.0,1.022813
32,2026-05-15,6750.0,101.05,0.1793,6575.0,1.026615
32,2026-05-15,6770.0,91.65,0.1761,6575.0,1.029657
32,2026-05-15,6790.0,82.65,0.1732,6575.0,1.032699
32,2026-05-15,6810.0,74.2,0.17,6575.0,1.035741
32,2026-05-15,6830.0,66.25,0.1668,6575.0,1.038782
32,2026-05-15,6850.0,58.65,0.1637,6575.0,1.041824
32,2026-05-15,6870.0,51.8,0.1608,6575.0,1.044866
32,2026-05-15,6890.0,45.5,0.1579,6575.0,1.047908
32,2026-05-15,6910.0,39.65,0.1551,6575.0,1.05095
32,2026-05-15,6930.0,34.35,0.1522,6575.0,1.053992
32,2026-05-15,6950.0,29.55,0.1498,6575.0,1.057033
32,2026-05-15,6970.0,25.35,0.1473,6575.0,1.060075
32,2026-05-15,6995.0,20.8,0.1442,6575.0,1.063878
32,2026-05-15,7015.0,17.6,0.1423,6575.0,1.066919
32,2026-05-15,7035.0,14.95,0.1405,6575.0,1.069961
32,2026-05-15,7055.0,13.2,0.1394,6575.0,1.073003
32,2026-05-15,7075.0,10.7,0.1374,6575.0,1.076045
32,2026-05-15,7100.0,8.6,0.1361,6575.0,1.079847
32,2026-05-15,7130.0,6.75,0.1346,6575.0,1.08441
32,2026-05-15,7170.0,4.95,0.1342,6575.0,1.090493
32,2026-05-15,7200.0,4.0,0.1343,6575.0,1.095056
32,2026-05-15,7230.0,3.3,0.1352,6575.0,1.099619
32,2026-05-15,7270.0,2.75,0.137,6575.0,1.105703
32,2026-05-15,7310.0,2.1,0.1389,6575.0,1.111786
32,2026-05-15,7340.0,1.875,0.1407,6575.0,1.116349
32,2026-05-15,7375.0,1.575,0.143,6575.0,1.121672
32,2026-05-15,7410.0,1.375,0.1454,6575.0,1.126995
32,2026-05-15,7450.0,1.2,0.149,6575.0,1.133079
32,2026-05-15,7550.0,0.9,0.1584,6575.0,1.148288
37,2026-05-22,5600.0,1029.95,0.3291,6575.0,0.85171
37,2026-05-22,5650.0,983.35,0.3224,6575.0,0.859315
37,2026-05-22,5700.0,936.0,0.3163,6575.0,0.866919
37,2026-05-22,5750.0,889.45,0.3096,6575.0,0.874524
37,2026-05-22,5800.0,843.85,0.3026,6575.0,0.882129
37,2026-05-22,5850.0,798.1,0.2969,6575.0,0.889733
37,2026-05-22,5900.0,752.95,0.2906,6575.0,0.897338
37,2026-05-22,5950.0,708.05,0.2842,6575.0,0.904942
37,2026-05-22,6000.0,664.1,0.2786,6575.0,0.912547
37,2026-05-22,6025.0,641.85,0.2757,6575.0,0.916349
37,2026-05-22,6050.0,620.65,0.2726,6575.0,0.920151
37,2026-05-22,6075.0,599.2,0.2697,6575.0,0.923954
37,2026-05-22,6100.0,577.7,0.2667,6575.0,0.927756
37,2026-05-22,6125.0,556.7,0.2639,6575.0,0.931558
37,2026-05-22,6150.0,535.8,0.2613,6575.0,0.935361
37,2026-05-22,6175.0,514.65,0.2579,6575.0,0.939163
37,2026-05-22,6200.0,494.15,0.2549,6575.0,0.942965
37,2026-05-22,6225.0,474.0,0.2521,6575.0,0.946767
37,2026-05-22,6250.0,453.95,0.2494,6575.0,0.95057
37,2026-05-22,6275.0,433.85,0.246,6575.0,0.954372
37,2026-05-22,6300.0,414.2,0.2431,6575.0,0.958174
37,2026-05-22,6325.0,394.85,0.2403,6575.0,0.961976
37,2026-05-22,6350.0,375.95,0.2367,6575.0,0.965779
37,2026-05-22,6375.0,357.15,0.2336,6575.0,0.969581
37,2026-05-22,6400.0,338.6,0.2305,6575.0,0.973383
37,2026-05-22,6410.0,331.25,0.2293,6575.0,0.974904
37,2026-05-22,6420.0,323.95,0.228,6575.0,0.976425
37,2026-05-22,6425.0,320.35,0.2274,6575.0,0.977186
37,2026-05-22,6430.0,316.75,0.2267,6575.0,0.977946
37,2026-05-22,6440.0,309.5,0.2254,6575.0,0.979467
37,2026-05-22,6450.0,302.35,0.2241,6575.0,0.980988
37,2026-05-22,6460.0,295.25,0.2228,6575.0,0.982509
37,2026-05-22,6470.0,288.25,0.2215,6575.0,0.98403
37,2026-05-22,6475.0,284.7,0.2209,6575.0,0.98479
37,2026-05-22,6480.0,281.25,0.2202,6575.0,0.985551
37,2026-05-22,6490.0,274.25,0.2189,6575.0,0.987071
37,2026-05-22,6500.0,267.35,0.2176,6575.0,0.988592
37,2026-05-22,6510.0,260.55,0.2162,6575.0,0.990113
37,2026-05-22,6520.0,253.75,0.2149,6575.0,0.991634
37,2026-05-22,6525.0,250.35,0.2142,6575.0,0.992395
37,2026-05-22,6530.0,247.05,0.2135,6575.0,0.993155
37,2026-05-22,6540.0,240.35,0.2121,6575.0,0.994676
37,2026-05-22,6550.0,233.75,0.2108,6575.0,0.996197
37,2026-05-22,6560.0,227.25,0.2094,6575.0,0.997718
37,2026-05-22,6570.0,220.75,0.208,6575.0,0.999239
37,2026-05-22,6575.0,217.55,0.2073,6575.0,0.999999
37,2026-05-22,6580.0,214.3,0.2066,6575.0,1.00076
37,2026-05-22,6590.0,207.95,0.2052,6575.0,1.002281
37,2026-05-22,6600.0,201.65,0.2038,6575.0,1.003802
37,2026-05-22,6610.0,195.45,0.2024,6575.0,1.005322
37,2026-05-22,6625.0,186.2,0.2002,6575.0,1.007604
37,2026-05-22,6650.0,171.2,0.1965,6575.0,1.011406
37,2026-05-22,6675.0,156.65,0.1928,6575.0,1.015208
37,2026-05-22,6700.0,142.65,0.1891,6575.0,1.019011
37,2026-05-22,6725.0,129.25,0.1853,6575.0,1.022813
37,2026-05-22,6750.0,116.4,0.1815,6575.0,1.026615
37,2026-05-22,6775.0,104.2,0.1778,6575.0,1.030417
37,2026-05-22,6800.0,92.7,0.1741,6575.0,1.03422
37,2026-05-22,6850.0,71.95,0.1668,6575.0,1.041824
37,2026-05-22,6900.0,54.2,0.1598,6575.0,1.049429
37,2026-05-22,6950.0,39.65,0.1532,6575.0,1.057033
37,2026-05-22,7000.0,28.15,0.1474,6575.0,1.064638
37,2026-05-22,7050.0,19.55,0.1425,6575.0,1.072243
37,2026-05-22,7100.0,13.4,0.1387,6575.0,1.079847
37,2026-05-22,7150.0,9.2,0.1363,6575.0,1.087452
37,2026-05-22,7200.0,6.35,0.1348,6575.0,1.095056
37,2026-05-22,7300.0,3.45,0.1366,6575.0,1.110265
37,2026-05-22,7400.0,2.15,0.141,6575.0,1.125474
42,2026-05-29,5590.0,1047.1,0.3209,6575.0,0.850189
42,2026-05-29,5625.0,1014.2,0.3159,6575.0,0.855513
42,2026-05-29,5670.0,972.15,0.3106,6575.0,0.862357
42,2026-05-29,5700.0,944.2,0.3069,6575.0,0.866919
42,2026-05-29,5740.0,907.35,0.3013,6575.0,0.873003
42,2026-05-29,5775.0,874.65,0.2973,6575.0,0.878326
42,2026-05-29,5820.0,834.15,0.2927,6575.0,0.88517
42,2026-05-29,5850.0,806.55,0.2893,6575.0,0.889733
42,2026-05-29,5880.0,780.1,0.2858,6575.0,0.894296
42,2026-05-29,5925.0,739.5,0.2804,6575.0,0.90114
42,2026-05-29,5960.0,708.65,0.2764,6575.0,0.906463
42,2026-05-29,6000.0,673.8,0.2716,6575.0,0.912547
42,2026-05-29,6030.0,647.85,0.2684,6575.0,0.91711
42,2026-05-29,6075.0,609.8,0.2637,6575.0,0.923954
42,2026-05-29,6110.0,580.25,0.2598,6575.0,0.929277
42,2026-05-29,6140.0,555.1,0.2565,6575.0,0.93384
42,2026-05-29,6165.0,534.05,0.2538,6575.0,0.937642
42,2026-05-29,6185.0,517.6,0.2514,6575.0,0.940684
42,2026-05-29,6210.0,497.4,0.2489,6575.0,0.944486
42,2026-05-29,6230.0,481.45,0.2464,6575.0,0.947528
42,2026-05-29,6255.0,461.4,0.2438,6575.0,0.95133
42,2026-05-29,6275.0,445.75,0.2415,6575.0,0.954372
42,2026-05-29,6295.0,430.05,0.2393,6575.0,0.957414
42,2026-05-29,6320.0,410.7,0.2362,6575.0,0.961216
42,2026-05-29,6340.0,395.65,0.2335,6575.0,0.964258
42,2026-05-29,6365.0,376.8,0.2306,6575.0,0.96806
42,2026-05-29,6385.0,361.9,0.2282,6575.0,0.971102
42,2026-05-29,6410.0,343.5,0.2253,6575.0,0.974904
42,2026-05-29,6430.0,329.0,0.2228,6575.0,0.977946
42,2026-05-29,6450.0,314.7,0.2204,6575.0,0.980988
42,2026-05-29,6475.0,297.05,0.2173,6575.0,0.98479
42,2026-05-29,6495.0,283.2,0.2147,6575.0,0.987832
42,2026-05-29,6520.0,266.1,0.2116,6575.0,0.991634
42,2026-05-29,6540.0,252.7,0.2089,6575.0,0.994676
42,2026-05-29,6565.0,236.3,0.2057,6575.0,0.998478
42,2026-05-29,6585.0,223.4,0.203,6575.0,1.00152
42,2026-05-29,6605.0,210.7,0.2004,6575.0,1.004562
42,2026-05-29,6630.0,195.3,0.1969,6575.0,1.008364
42,2026-05-29,6650.0,183.2,0.1942,6575.0,1.011406
42,2026-05-29,6675.0,168.6,0.1907,6575.0,1.015208
42,2026-05-29,6695.0,157.2,0.1879,6575.0,1.01825
42,2026-05-29,6720.0,143.45,0.1843,6575.0,1.022052
42,2026-05-29,6740.0,132.85,0.1815,6575.0,1.025094
42,2026-05-29,6765.0,120.15,0.178,6575.0,1.028897
42,2026-05-29,6785.0,110.4,0.1751,6575.0,1.031938
42,2026-05-29,6805.0,101.05,0.1723,6575.0,1.03498
42,2026-05-29,6830.0,90.05,0.1688,6575.0,1.038782
42,2026-05-29,6850.0,81.75,0.1661,6575.0,1.041824
42,2026-05-29,6875.0,72.05,0.1628,6575.0,1.045627
42,2026-05-29,6895.0,64.8,0.1601,6575.0,1.048668
42,2026-05-29,6920.0,56.4,0.1569,6575.0,1.052471
42,2026-05-29,6940.0,50.25,0.1544,6575.0,1.055513
42,2026-05-29,6960.0,44.55,0.152,6575.0,1.058554
42,2026-05-29,6985.0,38.1,0.1491,6575.0,1.062357
42,2026-05-29,7005.0,33.5,0.147,6575.0,1.065398
42,2026-05-29,7030.0,28.4,0.1444,6575.0,1.069201
42,2026-05-29,7050.0,24.75,0.1425,6575.0,1.072243
42,2026-05-29,7075.0,20.8,0.1404,6575.0,1.076045
42,2026-05-29,7095.0,18.05,0.139,6575.0,1.079087
42,2026-05-29,7115.0,15.65,0.1376,6575.0,1.082128
42,2026-05-29,7140.0,13.15,0.1362,6575.0,1.085931
42,2026-05-29,7160.0,11.35,0.1352,6575.0,1.088973
42,2026-05-29,7185.0,9.55,0.1344,6575.0,1.092775
42,2026-05-29,7205.0,8.35,0.1338,6575.0,1.095817
42,2026-05-29,7230.0,7.05,0.1333,6575.0,1.099619
42,2026-05-29,7250.0,6.2,0.1333,6575.0,1.102661
42,2026-05-29,7270.0,5.5,0.1337,6575.0,1.105703
42,2026-05-29,7295.0,4.7,0.1339,6575.0,1.109505
42,2026-05-29,7315.0,4.25,0.1341,6575.0,1.112547
42,2026-05-29,7340.0,3.75,0.1346,6575.0,1.116349
42,2026-05-29,7360.0,3.4,0.1355,6575.0,1.119391
42,2026-05-29,7385.0,3.025,0.1368,6575.0,1.123193
42,2026-05-29,7405.0,2.775,0.1373,6575.0,1.126235
42,2026-05-29,7425.0,2.525,0.1384,6575.0,1.129277
42,2026-05-29,7450.0,2.3,0.1397,6575.0,1.133079
42,2026-05-29,7470.0,2.125,0.1409,6575.0,1.136121
42,2026-05-29,7495.0,1.925,0.1423,6575.0,1.139923
42,2026-05-29,7515.0,1.775,0.1439,6575.0,1.142965
42,2026-05-29,7540.0,1.65,0.1455,6575.0,1.146767
42,2026-05-29,7560.0,1.575,0.1468,6575.0,1.149809
